260772	<a class=comment_anchor id=@NUM name=@NUM>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2013/02/19/az_embernek_lehet_szerencseje_is https://hataratkelo.blog.hu/2018/12/15/honvagy_vagytol_a_fajdalomig https://hataratkelo.blog.hu/2019/06/02/szokes_kretara https://hataratkelo.blog.hu/2012/07/29/fel_labbal_itt_fel_labbal_ott https://hataratkelo.blog.hu/2017/10/14/magyar_es_vagy_europai	null	default
3	<a data-saferedirecturl=@LINK href=@LINK>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2017/08/19/az_ismeretlen_oslakosok_foldjen	null	default
3427	<a id=@NUM name=@NUM>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2017/03/11/uj_eletet_kezdeni_amerikaban https://hataratkelo.blog.hu/2017/11/25/hazamenni_karacsonyra_vagy_megsem https://hataratkelo.blog.hu/2013/06/21/magyar_magyarnak https://hataratkelo.blog.hu/2018/01/05/nem_vagytam_el_soha_magyarorszagrol https://hataratkelo.blog.hu/2021/05/14/paddington_a_meno_negyed	null	default
397	<blockquote class=instagram-media data-instgrm-captioned= data-instgrm-permalink=@LINK data-instgrm-version=@NUM style=@STYLE>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2020/07/05/tulelo_uzemmodban_avagy_szep_uj_vilag https://hataratkelo.blog.hu/2021/02/24/magyar_legyen_a_kulfoldon_szuletett_gyerek_elso_nyelve https://hataratkelo.blog.hu/2020/09/12/konnyebb_lett_az_ausztriaba_ingazok_elete https://hataratkelo.blog.hu/2021/03/30/igy_oltanak_amerikaban https://hataratkelo.blog.hu/2020/11/13/nyalcsorgatas_portugaliaban	social_media	data-instgrm-permalink
527842	<br>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2014/07/19/meg_mindig_az_ablakbol https://hataratkelo.blog.hu/2020/06/30/_itthon_is_lehet_olyan_jol_elni_mint_kulfoldon https://hataratkelo.blog.hu/2018/11/07/hat_szokas_amit_egy_kulfoldi_elhagy_magyarorszagon https://hataratkelo.blog.hu/2021/07/06/tolerancia_holland_modra https://hataratkelo.blog.hu/2014/09/15/aradnak_ki_a_magyarok_hosszu_tomott_sorokban	null	default
2	<col width=@STYLE>	0.0	0.0	0.0	https://hataratkelo.blog.hu/2013/07/20/dolgok_amiket_nem_tudnek_feladni	null	default
1	<colgroup>	0.0	2.0	0.0	https://hataratkelo.blog.hu/2013/07/20/dolgok_amiket_nem_tudnek_feladni	null	default
140857	<div class=avatar-content balra-rendezett>	0.0	4.999964503006596	0.0	https://hataratkelo.blog.hu/2015/12/02/kisult-e_mar https://hataratkelo.blog.hu/2017/09/05/magyarok_egy_mexikoi_vulkanon https://hataratkelo.blog.hu/2018/02/23/a_nap_amely_megvaltoztatta_az_eletem https://hataratkelo.blog.hu/2020/01/26/a_vegyeshazassagok_es_a_hagyomanyok_tovabbadasa https://hataratkelo.blog.hu/2016/01/11/_mit_keresel_meg_itt	null	default
140856	<div class=avatar-inner-border>	0.0	3.0	0.0	https://hataratkelo.blog.hu/2017/07/01/a_csodak_helye https://hataratkelo.blog.hu/2014/04/09/az_a_legendas_sved_egeszsegugy https://hataratkelo.blog.hu/2018/12/10/miert_nem_megyek_vissza_magyarorszagra_698 https://hataratkelo.blog.hu/2014/12/21/allaskereses_kulfoldon_hasznos_tippek https://hataratkelo.blog.hu/2017/11/27/mi_nem_jo_ausztriaban	null	default
140856	<div class=avatar-outer-border>	0.0	4.0	0.0	https://hataratkelo.blog.hu/2021/07/15/kiderult_hol_elnek_a_nagy-britanniai_magyarok https://hataratkelo.blog.hu/2012/11/04/elkepzelhetetlen_ennel_nagyobb_kaland https://hataratkelo.blog.hu/2016/09/18/kirekesztenek_ha_kover_vagy https://hataratkelo.blog.hu/2016/03/02/megprobalni_azt_a_franya_amerikat https://hataratkelo.blog.hu/2020/09/02/felemas_hatarzar_ketsegbeesett_ingazok	null	default
