frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
620509	<p>	31.036511960342235	0.4636838466484773	28.460330148313723	https://alfahir.hu/2017/05/03/z_karpat_daniel_kontrat_karoly_bevandorlas https://alfahir.hu/2021/04/11/havas_megmondja_csengey_denes_ertelmiseg https://alfahir.hu/2016/03/06/bevandorlas_torokorszag_gorogorszag https://alfahir.hu/szigetvar_ostroma https://alfahir.hu/2019/11/06/bajnokok_ligaja_csoportkor	bekezdes	default
397311	<p style=@STYLE>	35.725172471942635	1.0204826949165766	28.971503431820413	https://alfahir.hu/boviti_a_szankcioval_sujthatok_koret_az_eu https://alfahir.hu/ez_a_nap_is_az_oroszoke_volt_krimben https://alfahir.hu/maris_megtalaltak_a_kovetkezo_haborus_bunost https://alfahir.hu/tiszta_szivvel_jotekonysagi_akciot_hirdet_a_jobbik_it https://alfahir.hu/hamvasztasa_elott_felsirt_a_csecsemo	bekezdes	default
195372	<strong>	12.457378744139385	0.41712220789058824	11.261685400159696	https://alfahir.hu/2013/07/05-32 https://alfahir.hu/2021/07/26/kina_egyesult_allamok https://alfahir.hu/szodligeti_darabolos_gyilkossag_megsem_ussza_meg_a_hazaspar-20120904 https://alfahir.hu/meg_hetekig_nem_varhato_szamottevo_lehules https://alfahir.hu/artalmatlan_trutyi_uszik_le_a_kis_dunan	felkover	default
149673	<div class=field field-name-node-title>	7.503858411336714	0.9995523574726236	0.001563408229941272	https://alfahir.hu/milyen_valsag_a_kinaiak_18_millio_uj_autot_vettek_novemberben-20121210 https://alfahir.hu/vege_a_nabucco_tortenetnek https://alfahir.hu/masodjara_sulyosabb_buntetest_kapott_egy_fegyveres_rablo_zalaban https://alfahir.hu/japannak_nem_tetszik_az_orosz_hadgyakorlat https://alfahir.hu/kinai_allami_tisztviselok_gyozkodik_a_torok_kormanyt	default	default
149553	<div class=article-content>	250.27423722693626	17.783227350838832	0.0	https://alfahir.hu/hol_voltatok_szilveszterkor_kerdezik_a_nemet_szurkolok_a_rendoroktol https://alfahir.hu/leminositette_az_otp_t_a_standard_poors-20121127 https://alfahir.hu/2019/03/20/fidesz_gulyas_gergely_europai_neppart https://alfahir.hu/szinte_mindenkit_lefejezne_az_ia https://alfahir.hu/2019/03/28/euro_gazdasag_eurozona	default	default
149552	<h1 class=page-title>	7.505101904354338	3.343318711886167e-05	7.5050684711672195	https://alfahir.hu/2020/06/20/nemzeti_regiok_europai_polgari_kezdemenyezes_szekely_nemzeti_tanacs https://alfahir.hu/igy_fest_a_hatarzar_mintaszakasza https://alfahir.hu/majdnem_kaptak_par_pofont_az_antifak https://alfahir.hu/2019/03/23/korrupcio_bulgaria_lemondas https://alfahir.hu/asotthalmon_csirajaban_fojtanak_el_a_korrupciot_ha_az_allam_hagyna	default	default
149379	<div class=field field--name-body field--type-text-with-summary field--label-hidden field--item>	238.4307834434559	14.131183098025828	0.018041357888324328	https://alfahir.hu/a_rak_13_fajtajat_hoztak_osszefuggesbe_a_dohanyzassal https://alfahir.hu/2017/09/27/orban_viktor_szingapur_orchidea https://alfahir.hu/bekeert_imadkozik_karpatalja_puspoke https://alfahir.hu/2020/03/04/budakeszi_n1tv https://alfahir.hu/tuzoltot_es_penzugyort_is_megvesztegethetett_v_laszlo	unwrap	default
149012	<div class=article-content-elements>	251.0382653746007	16.539869272273375	0.0	https://alfahir.hu/6500_doboz_cigit_dugtak_el_az_erdoben https://alfahir.hu/2021/10/19/varga_judit_szijjarto_peter_hataskor_kulgazdasagi_es_kulugyminiszterium_igazsagugyi https://alfahir.hu/108_ezer_dollarert_keltek_el_a_szemetre_vetett_videojatekok https://alfahir.hu/2020/08/11/bejruti_robbanas_libanon_katasztrofa https://alfahir.hu/2017/12/25/idojaras_kod	unwrap	default
124416	<div>	26.37431680812757	0.8514017489711934	17.475630144032923	https://alfahir.hu/meg_nem_tudni_ki_alakit_kormany_zagrabban https://alfahir.hu/2016/10/04/bevandorlas_horvatorszag https://alfahir.hu/magyar_szakemberek_segitettek_az_atomipar_fejleszteset https://alfahir.hu/2020/06/24/eszak_korea_del_korea_kim_dzsongun_kim_jodzsong https://alfahir.hu/elkotelezettseg_celtudatossag_es_mereszseg_bemutatkozik_a_nemzeti_hang_zenekar	bekezdes	default
82155	<div class=default_image node node--type-article node--view-mode-full @NUM clearfix>	229.17414643052766	18.547830320735194	0.0	https://alfahir.hu/milliardos_csalas_egy_takaritocegnel https://alfahir.hu/e_utdij_42_milliard_forintot_szannak_a_rendszer_kiepitesere-20120917 https://alfahir.hu/torokorszag_2016_ra_mar_orosz_gazhoz_jut https://alfahir.hu/szenzacio_a_hvg_megtalalta_novak_elod_oneletrajzat-20120801 https://alfahir.hu/kudarcot_vallott_a_pedagogusok_tiltakozasa_a_kormany_szerint	unwrap	default
