72	<object classid=@LONG codebase=@LINK height=@STYLE width=@STYLE>	0.0	5.958333333333333	0.0	http://valasz.hu/itthon/kettos-mercevel-mer-gyurcsany-sajat-plagiumugyeben-48675 http://valasz.hu/sport/magyarorszag-megerdemli-hogy-szerencseje-legyen-62728 http://valasz.hu/itthon/nem-talalta-otthon-biszkut-a-jobbik-55243 http://valasz.hu/itthon/gordulo-heti-blokad-alatt-az-ab-48448 http://valasz.hu/itthon/a-vezetok-megfontoltak-a-kuratorium-eszreveteleit-is-44054	beagyazott_tartalom	default
1	<iframe align=@STYLE frameborder=@NUM height=@STYLE marginheight=@STYLE marginwidth=@STYLE name=@LONG scrolling=no src=@LINK width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/vilag/az-egyetlen-dolog-amitol-oroszorszag-tart-126451	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen class=indavideo-player frameborder=@NUM height=@STYLE id=@playerNUM scrolling=no src=@LINK style=@STYLE title=indavideo video player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/kuss-a-bulinegyednek-van-erv-a-funyiroelv-mellett-is-127461	beagyazott_tartalom	src
10	<iframe allowfullscreen=allowfullscreen class=indavideo-player frameborder=@NUM height=@STYLE id=@playerNUM scrolling=no src=@LINK title=indavideo video player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/kultura/presser-gabor-fogalmunk-nincs-mihez-kezdjunk-az-lgt-felvetelekkel-121003 http://valasz.hu/kultura/amit-almunkban-sem-gondoltunk-volna-egy-ev-ket-magyar-oscar-122715 http://valasz.hu/itthon/cseles-nezze-meg-hogyan-mondott-le-schiffer-andras-118828 http://valasz.hu/itthon/tolgyessy-az-eltunoben-levo-baloldali-elitrol-es-orbanrol-is-megmondja-a-velemenyet-118417 http://valasz.hu/itthon/tolgyessy-az-eltunoben-levo-baloldali-elitrol-es-orbanrol-is-megmondja-a-velemenyet-118417	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen class=videoklinika-player frameborder=@NUM height=@STYLE scrolling=no src=@LINK title=Videoklinika video player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/czeizel-endre-az-abortusz-gyilkossag-109337	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE id=@videoplayerINUM scrolling=no src=@LINK width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/vilag/ilyen-is-ritkan-van-egyetertunk-jean-claude-junckerrel-124515	beagyazott_tartalom	src
3	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE id=molvideoplayer scrolling=no src=@LINK title=MailOnline Embed Player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/vilag/amerikai-olimpikonok-botranya-vajon-eleg-lesz-egy-bocsanatkeres-120061 http://valasz.hu/vilag/fogd-be-a-szadat-ki-a-fsz-vagy-te-uvoltott-tanaraval-a-diaklany-video-116775 http://valasz.hu/vilag/kepedjen-el-on-is-milyen-reklamot-tiltottak-be-a-hulye-franciak-121574	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE id=nyt_video_player marginheight=@STYLE marginwidth=@STYLE scrolling=no src=@LINK title=@LONG width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/kultura/hamarosan-nyit-az-uj-world-trade-center-kilatotere-112891	beagyazott_tartalom	src
26	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE scrolling=no src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/orban-gaspar-ismet-a-nyilvanossag-ele-allt-itt-az-uj-video-a-felhazrol-120329 http://valasz.hu/kultura/romak-az-1956-os-forradalomban-120976 http://valasz.hu/kultura/maris-elkeszult-az-elso-esterhazy-film-120754 http://valasz.hu/sport/igy-szurkolt-izrael-budapesti-nagykovete-a-magyar-valogatottnak-119238 http://valasz.hu/sport/szenzacios-babos-timea-megnyerte-az-australian-opent-127183	beagyazott_tartalom	src
5	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE scrolling=no src=@LINK width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/kosa-lajos-elarulta-mit-gondol-valojaban-a-nyugdijasokrol-a-fidesz-121595 http://valasz.hu/kultura/75-evig-kutattak-a-boldogsag-kulcsat-meglepo-eredmeny-szuletett-118804 http://valasz.hu/vilag/europa-jelcinje-juncker-vagatlanul-112967	beagyazott_tartalom	src
22	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/a-kormany-ellentmond-bencsik-andrasnak-128523 http://valasz.hu/kultura/jonas-kaufmann-nal-zarja-20162017-es-evadat-a-royal-opera-house-124283 http://valasz.hu/vilag/holgyeim-es-uraim-a-vilag-leghiresebb-korea-szakertoje-122922 http://valasz.hu/itthon/butasag-csokonyosseg-felhuzta-magat-a-volt-fideszes-allamtitkar-108611 http://valasz.hu/vilag/az-oroszok-megerositettek-toluk-jott-a-radioaktiv-szennyezes-europaba-126367	beagyazott_tartalom	src
1364	<iframe allowfullscreen=allowfullscreen frameborder=@NUM height=@STYLE src=@LINK width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/elhunyt-kobzos-kiss-tamas-115963 http://valasz.hu/sport/emlekszik-meg-palik-laszlo-jokora-sikolyaira-102400 http://valasz.hu/itthon/orban-andy-vajnaek-teremtmenyevel-nyitott-uj-fejezetet-a-politikai-ellenfelhatarozoban-120368 http://valasz.hu/sport/feladtak-neki-az-utolso-kenetet-de-6-hettel-kesobb-mar-versenyzett-119764 http://valasz.hu/kultura/vilaghiru-csellista-a-nemzeti-filharmonikusoknal-126350	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen height=@STYLE id=@videoplayerNUM src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/publi/fel-mint-jobbikos-a-kerdestol-125073	beagyazott_tartalom	src
1	<iframe allowfullscreen=allowfullscreen height=@STYLE src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/kultura/verfagyaszto-pillanatok-tanui-lehettunk-veiszer-alinda-musoraban-122998	beagyazott_tartalom	src
13	<iframe class=indavideo-player frameborder=@NUM height=@STYLE id=@playerNUM scrolling=no src=@LINK title=indavideo video player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/itthon/videok-a-tegnapi-vihar-egyik-legfelelmetesebb-helyszinerol-114554 http://valasz.hu/itthon/tolgyessy-peter-harcok-jonnek-senki-ne-szamitson-konszolidaciora-104377 http://valasz.hu/vilag/az-eddigi-legkinosabb-es-akkor-juncker-felvette-a-telefont-112991 http://valasz.hu/itthon/besenyo-pistakent-jarattak-a-bolondjat-a-szcientologus-vallalkozoval-109535 http://valasz.hu/itthon/besenyo-pistakent-jarattak-a-bolondjat-a-szcientologus-vallalkozoval-109535	beagyazott_tartalom	src
1	<iframe frameborder=@NUM height=@STYLE id=molvideoplayer scrolling=no src=@LINK title=MailOnline Embed Player width=@STYLE>	0.0	0.0	0.0	http://valasz.hu/vilag/itt-az-utolso-felvetel-a-lelott-malaj-gep-belsejebol-102122	beagyazott_tartalom	src
